"","chr","start","end","meth.diff","strand","pvalue","qvalue","intron-start","intron-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"566","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94930502,94936008,94929877,95024359,"111134737",94977373,95024359,"XM_022484070.1","P49701","VDR_COTJA",3e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"567","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94930502,94936008,94929877,95024359,"111134737",94936009,95024359,"XM_022484067.1","P49701","VDR_COTJA",3e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"568","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94930502,94936008,94929877,95024359,"111134737",94936009,95024359,"XM_022484064.1","P49701","VDR_COTJA",3e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"569","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94930502,94936008,94929877,95024359,"111134737",94955328,95024359,"XM_022484075.1","P49701","VDR_COTJA",2e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"570","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94930502,94936008,94929877,95024359,"111134737",95002124,95024359,"XM_022484063.1","P49701","VDR_COTJA",5e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"571","NC_035784.1",94932868,94932868,51.7418394137701,"+",3.89416623224716e-23,5.04704990485111e-21,94930502,94936008,94929877,95024359,"111134737",94936011,95024359,"XM_022484069.1","P49701","VDR_COTJA",3e-39,"nuclear hormone receptor HR96-like",NA,NA,NA,NA
"574","NC_035784.1",96552801,96552801,50.0833333333333,"+",6.84769561146376e-18,4.60991458405232e-16,96552758,96553076,96544978,96559193,"111136507",96544978,96559193,"XM_022487401.1","Q2TAF4","INT6A_XENLA",0,"integrator complex subunit 6-like",NA,NA,NA,NA
"575","NC_035785.1",12703932,12703932,56.1190476190476,"+",6.22713023405873e-30,1.70351890143369e-27,12703920,12704422,12689829,12707130,"111100321",12689829,12707130,"XM_022432056.1","B5DF93","PATL1_RAT",2e-51,"protein PAT1 homolog 1-like",NA,NA,NA,NA
"576","NC_035785.1",12703932,12703932,56.1190476190476,"+",6.22713023405873e-30,1.70351890143369e-27,12703920,12704422,12689829,12707130,"111100321",12689829,12707130,"XM_022432057.1","B5DF93","PATL1_RAT",1e-51,"protein PAT1 homolog 1-like",NA,NA,NA,NA
"579","NC_035786.1",8624214,8624214,60.4520547945206,"+",2.41710871636088e-20,2.19448846526367e-18,8623812,8624263,8622458,8628493,"111104374",8622458,8628493,"XM_022438280.1","F6YVB9","E2F7_XENTR",3e-61,"transcription factor E2F7-like","GO:0000122; GO:0000978; GO:0000981; GO:0002040; GO:0003677; GO:0003700; GO:0003714; GO:0005634; GO:0008134; GO:0008285; GO:0030330; GO:0032466; GO:0032877; GO:0043565; GO:0045944; GO:0051726; GO:0060718; GO:0070365; GO:0071930; GO:0090575; GO:2000134","chorionic trophoblast cell differentiation [GO:0060718]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; hepatocyte differentiation [GO:0070365]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cytokinesis [GO:0032466]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0071930]; positive regulation of DNA endoreduplication [GO:0032877]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell cycle [GO:0051726]; sprouting angiogenesis [GO:0002040]","nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription corepressor activity [GO:0003714]; transcription factor binding [GO:0008134]"
"582","NC_035786.1",40104349,40104349,62.3566391980291,"+",2.89979953323166e-31,9.29912798434629e-29,40104174,40104739,40101110,40118773,"111105379",40101110,40118770,"XM_022439644.1","Q90XC2","NEK8_DANRE",4e-136,"serine/threonine-protein kinase Nek9-like",NA,NA,NA,NA
"591","NC_035786.1",40104349,40104349,62.3566391980291,"+",2.89979953323166e-31,9.29912798434629e-29,40104174,40104739,40101110,40118773,"111105379",40101110,40118772,"XM_022439642.1","Q90XC2","NEK8_DANRE",3e-136,"serine/threonine-protein kinase Nek9-like",NA,NA,NA,NA
"592","NC_035786.1",40104349,40104349,62.3566391980291,"+",2.89979953323166e-31,9.29912798434629e-29,40104174,40104739,40101110,40118773,"111105379",40101110,40118772,"XM_022439645.1","Q90XC2","NEK8_DANRE",8e-137,"serine/threonine-protein kinase Nek9-like",NA,NA,NA,NA
"595","NC_035786.1",40104349,40104349,62.3566391980291,"+",2.89979953323166e-31,9.29912798434629e-29,40104174,40104739,40101110,40118773,"111105379",40101110,40118773,"XM_022439643.1","Q90XC2","NEK8_DANRE",2e-137,"serine/threonine-protein kinase Nek9-like",NA,NA,NA,NA
"647","NC_035786.1",42612850,42612850,56.9444444444444,"+",1.37380825421961e-15,6.77911345766004e-14,42610992,42616736,42559220,42637290,"111104284",42559220,42637290,"XM_022438142.1","F1NTD6","ASCC3_CHICK",0,"activating signal cointegrator 1 complex subunit 3-like","GO:0003676; GO:0005524; GO:0005634; GO:0005829; GO:0006307; GO:0008026; GO:0008283; GO:0016607; GO:0032508; GO:0043140; GO:0099053","cell population proliferation [GO:0008283]; DNA dealkylation involved in DNA repair [GO:0006307]; DNA duplex unwinding [GO:0032508]","activating signal cointegrator 1 complex [GO:0099053]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleus [GO:0005634]","ATP binding [GO:0005524]; ATP-dependent 3'-5' DNA helicase activity [GO:0043140]; ATP-dependent helicase activity [GO:0008026]; nucleic acid binding [GO:0003676]"
"677","NC_035787.1",26805834,26805834,67.1969696969697,"+",1.71850851874559e-27,3.59992766321338e-25,26804534,26805840,26800815,26823451,"111108043",26800815,26823451,"XM_022443530.1","Q9HAU5","RENT2_HUMAN",0,"regulator of nonsense transcripts 2-like","GO:0000184; GO:0001889; GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0005844; GO:0006406; GO:0031100; GO:0035145; GO:0036464; GO:0042162; GO:0048471","animal organ regeneration [GO:0031100]; liver development [GO:0001889]; mRNA export from nucleus [GO:0006406]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]","cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; exon-exon junction complex [GO:0035145]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; polysome [GO:0005844]","RNA binding [GO:0003723]; telomeric DNA binding [GO:0042162]"
"678","NC_035787.1",26805834,26805834,67.1969696969697,"+",1.71850851874559e-27,3.59992766321338e-25,26804534,26805840,26800815,26823451,"111108043",26800815,26823451,"XM_022443531.1","Q9HAU5","RENT2_HUMAN",0,"regulator of nonsense transcripts 2-like","GO:0000184; GO:0001889; GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0005844; GO:0006406; GO:0031100; GO:0035145; GO:0036464; GO:0042162; GO:0048471","animal organ regeneration [GO:0031100]; liver development [GO:0001889]; mRNA export from nucleus [GO:0006406]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]","cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; exon-exon junction complex [GO:0035145]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; polysome [GO:0005844]","RNA binding [GO:0003723]; telomeric DNA binding [GO:0042162]"
"679","NC_035787.1",26805834,26805834,67.1969696969697,"+",1.71850851874559e-27,3.59992766321338e-25,26804534,26805840,26800815,26823451,"111108043",26800815,26823451,"XM_022443532.1","Q9HAU5","RENT2_HUMAN",0,"regulator of nonsense transcripts 2-like","GO:0000184; GO:0001889; GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0005844; GO:0006406; GO:0031100; GO:0035145; GO:0036464; GO:0042162; GO:0048471","animal organ regeneration [GO:0031100]; liver development [GO:0001889]; mRNA export from nucleus [GO:0006406]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]","cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytosol [GO:0005829]; exon-exon junction complex [GO:0035145]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; polysome [GO:0005844]","RNA binding [GO:0003723]; telomeric DNA binding [GO:0042162]"
"680","NC_035787.1",36929768,36929768,58.9304029304029,"+",4.63012179214093e-25,7.32511703663613e-23,36880041,36931222,36869826,36951154,"111105858",36869826,36951154,"XM_022440312.1","Q69ZS0","PZRN3_MOUSE",5e-44,"E3 ubiquitin-protein ligase PDZRN3-like",NA,NA,NA,NA
"681","NC_035787.1",36929768,36929768,58.9304029304029,"+",4.63012179214093e-25,7.32511703663613e-23,36880041,36931222,36869826,36951154,"111105858",36869826,36951154,"XM_022440312.1","Q69ZS0","PZRN3_MOUSE",1e-122,"E3 ubiquitin-protein ligase PDZRN3-like",NA,NA,NA,NA
"700","NC_035787.1",45654371,45654371,52.7235564639755,"+",4.78138776075404e-15,2.19648382306088e-13,45654368,45654685,45652331,45665579,"111105686",45652331,45665579,"XM_022440043.1","Q5ZKD7","MOV10_CHICK",0,"putative helicase MOV-10",NA,NA,NA,NA
"701","NC_035787.1",45654371,45654371,52.7235564639755,"+",4.78138776075404e-15,2.19648382306088e-13,45654368,45654685,45652331,45665579,"111105686",45652331,45665579,"XM_022440044.1","Q5ZKD7","MOV10_CHICK",0,"putative helicase MOV-10",NA,NA,NA,NA
"702","NC_035787.1",45654371,45654371,52.7235564639755,"+",4.78138776075404e-15,2.19648382306088e-13,45654368,45654685,45652331,45665579,"111105686",45652331,45665579,"XM_022440041.1","Q5ZKD7","MOV10_CHICK",0,"putative helicase MOV-10",NA,NA,NA,NA
"780","NC_035787.1",53514334,53514334,52.3915697828741,"+",7.47658204568205e-19,5.65939161231323e-17,53513828,53517824,53489603,53537125,"111110297",53501783,53537125,"XM_022446730.1","Q8BIE6","FRM4A_MOUSE",4e-161,"FERM domain-containing protein 4A-like","GO:0005737; GO:0005856; GO:0005912; GO:0005923; GO:0030674; GO:0050709; GO:0050714; GO:0090162","establishment of epithelial cell polarity [GO:0090162]; negative regulation of protein secretion [GO:0050709]; positive regulation of protein secretion [GO:0050714]","adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]","protein binding, bridging [GO:0030674]"
"781","NC_035787.1",53514334,53514334,52.3915697828741,"+",7.47658204568205e-19,5.65939161231323e-17,53513828,53517824,53489603,53537125,"111110297",53494366,53537125,"XM_022446728.1","Q8BIE6","FRM4A_MOUSE",1e-163,"FERM domain-containing protein 4A-like","GO:0005737; GO:0005856; GO:0005912; GO:0005923; GO:0030674; GO:0050709; GO:0050714; GO:0090162","establishment of epithelial cell polarity [GO:0090162]; negative regulation of protein secretion [GO:0050709]; positive regulation of protein secretion [GO:0050714]","adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]","protein binding, bridging [GO:0030674]"
"782","NC_035787.1",53514334,53514334,52.3915697828741,"+",7.47658204568205e-19,5.65939161231323e-17,53513828,53517824,53489603,53537125,"111110297",53503328,53537125,"XM_022446732.1","Q8BIE6","FRM4A_MOUSE",4e-162,"FERM domain-containing protein 4A-like","GO:0005737; GO:0005856; GO:0005912; GO:0005923; GO:0030674; GO:0050709; GO:0050714; GO:0090162","establishment of epithelial cell polarity [GO:0090162]; negative regulation of protein secretion [GO:0050709]; positive regulation of protein secretion [GO:0050714]","adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]","protein binding, bridging [GO:0030674]"
"783","NC_035787.1",53514334,53514334,52.3915697828741,"+",7.47658204568205e-19,5.65939161231323e-17,53513828,53517824,53489603,53537125,"111110297",53494363,53537123,"XM_022446733.1","Q8BIE6","FRM4A_MOUSE",1e-157,"FERM domain-containing protein 4A-like","GO:0005737; GO:0005856; GO:0005912; GO:0005923; GO:0030674; GO:0050709; GO:0050714; GO:0090162","establishment of epithelial cell polarity [GO:0090162]; negative regulation of protein secretion [GO:0050709]; positive regulation of protein secretion [GO:0050714]","adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]","protein binding, bridging [GO:0030674]"
"784","NC_035787.1",53514334,53514334,52.3915697828741,"+",7.47658204568205e-19,5.65939161231323e-17,53513828,53517824,53489603,53537125,"111110297",53489603,53537125,"XM_022446731.1","Q9P2Q2","FRM4A_HUMAN",6e-163,"FERM domain-containing protein 4A-like","GO:0005737; GO:0005856; GO:0005912; GO:0005923; GO:0030674; GO:0050709; GO:0050714; GO:0090162","establishment of epithelial cell polarity [GO:0090162]; negative regulation of protein secretion [GO:0050709]; positive regulation of protein secretion [GO:0050714]","adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]","protein binding, bridging [GO:0030674]"
"785","NC_035787.1",53514334,53514334,52.3915697828741,"+",7.47658204568205e-19,5.65939161231323e-17,53513828,53517824,53489603,53537125,"111110297",53504656,53537125,"XM_022446729.1","Q8BIE6","FRM4A_MOUSE",1e-161,"FERM domain-containing protein 4A-like","GO:0005737; GO:0005856; GO:0005912; GO:0005923; GO:0030674; GO:0050709; GO:0050714; GO:0090162","establishment of epithelial cell polarity [GO:0090162]; negative regulation of protein secretion [GO:0050709]; positive regulation of protein secretion [GO:0050714]","adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]","protein binding, bridging [GO:0030674]"
"786","NC_035787.1",53514334,53514334,52.3915697828741,"+",7.47658204568205e-19,5.65939161231323e-17,53513828,53517824,53489603,53537125,"111110297",53494366,53537125,"XM_022446727.1","Q8BIE6","FRM4A_MOUSE",4e-157,"FERM domain-containing protein 4A-like","GO:0005737; GO:0005856; GO:0005912; GO:0005923; GO:0030674; GO:0050709; GO:0050714; GO:0090162","establishment of epithelial cell polarity [GO:0090162]; negative regulation of protein secretion [GO:0050709]; positive regulation of protein secretion [GO:0050714]","adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]","protein binding, bridging [GO:0030674]"
"787","NC_035787.1",53528805,53528805,63.8886075949367,"+",7.29873176496525e-33,2.73417948502058e-30,53528486,53532674,53489603,53537125,"111110297",53503328,53537125,"XM_022446732.1","Q8BIE6","FRM4A_MOUSE",4e-162,"FERM domain-containing protein 4A-like","GO:0005737; GO:0005856; GO:0005912; GO:0005923; GO:0030674; GO:0050709; GO:0050714; GO:0090162","establishment of epithelial cell polarity [GO:0090162]; negative regulation of protein secretion [GO:0050709]; positive regulation of protein secretion [GO:0050714]","adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]","protein binding, bridging [GO:0030674]"
"788","NC_035787.1",53528805,53528805,63.8886075949367,"+",7.29873176496525e-33,2.73417948502058e-30,53528486,53532674,53489603,53537125,"111110297",53494366,53537125,"XM_022446727.1","Q8BIE6","FRM4A_MOUSE",4e-157,"FERM domain-containing protein 4A-like","GO:0005737; GO:0005856; GO:0005912; GO:0005923; GO:0030674; GO:0050709; GO:0050714; GO:0090162","establishment of epithelial cell polarity [GO:0090162]; negative regulation of protein secretion [GO:0050709]; positive regulation of protein secretion [GO:0050714]","adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]","protein binding, bridging [GO:0030674]"
"789","NC_035787.1",53528805,53528805,63.8886075949367,"+",7.29873176496525e-33,2.73417948502058e-30,53528486,53532674,53489603,53537125,"111110297",53494366,53537125,"XM_022446728.1","Q8BIE6","FRM4A_MOUSE",1e-163,"FERM domain-containing protein 4A-like","GO:0005737; GO:0005856; GO:0005912; GO:0005923; GO:0030674; GO:0050709; GO:0050714; GO:0090162","establishment of epithelial cell polarity [GO:0090162]; negative regulation of protein secretion [GO:0050709]; positive regulation of protein secretion [GO:0050714]","adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]","protein binding, bridging [GO:0030674]"
"790","NC_035787.1",53528805,53528805,63.8886075949367,"+",7.29873176496525e-33,2.73417948502058e-30,53528486,53532674,53489603,53537125,"111110297",53504656,53537125,"XM_022446729.1","Q8BIE6","FRM4A_MOUSE",1e-161,"FERM domain-containing protein 4A-like","GO:0005737; GO:0005856; GO:0005912; GO:0005923; GO:0030674; GO:0050709; GO:0050714; GO:0090162","establishment of epithelial cell polarity [GO:0090162]; negative regulation of protein secretion [GO:0050709]; positive regulation of protein secretion [GO:0050714]","adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]","protein binding, bridging [GO:0030674]"
