"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V6","mRNAstrand","V8","V9","DMRchromosome","DMRstart","DMRend","DMR","Percentdiff","ID","Parent","Dbxref=GeneID","V18","V19","V20","Name","V22","V23","V24","V25","V26","V27","V28","V29","NA"
"134","XM_022468021.1","sp","O14867","BACH1_HUMAN",29.06,117,83,0,185,535,11,127,3e-08,60.8,"NC_035780.1","Gnomon","mRNA",261478,272839,".","-",".","ID=rna21;Parent=gene17;Dbxref=GeneID:111124802,Genbank:XM_022468021.1;Name=XM_022468021.1;gbkey=mRNA;gene=LOC111124802;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns;product=uncharacterized LOC111124802%2C transcript variant X4;transcript_id=XM_022468021.1","NC_035780.1",571100,571200,"DMR",58,298262,"ID=rna21","Parent=gene17","Dbxref=GeneID",111124802,"Genbank","Name=XM_022468021.1","gbkey=mRNA","gene=LOC111124802","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=uncharacterized LOC111124802%2C transcript variant X4","transcript_id=XM_022468021.1","","",""
"135","XM_022468030.1","sp","O14867","BACH1_HUMAN",29.06,117,83,0,185,535,11,127,3e-08,60.8,"NC_035780.1","Gnomon","mRNA",266196,272839,".","-",".","ID=rna24;Parent=gene17;Dbxref=GeneID:111124802,Genbank:XM_022468030.1;Name=XM_022468030.1;gbkey=mRNA;gene=LOC111124802;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns;product=uncharacterized LOC111124802%2C transcript variant X5;transcript_id=XM_022468030.1","NC_035780.1",571100,571200,"DMR",58,298262,"ID=rna24","Parent=gene17","Dbxref=GeneID",111124802,"Genbank","Name=XM_022468030.1","gbkey=mRNA","gene=LOC111124802","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=uncharacterized LOC111124802%2C transcript variant X5","transcript_id=XM_022468030.1","","",""
"136","XM_022469388.1","sp","Q68DX3","FRPD2_HUMAN",44.12,34,19,0,533,634,218,251,2.7,33.9,"NC_035780.1","Gnomon","mRNA",204243,207743,".","-",".","ID=rna12;Parent=gene11;Dbxref=GeneID:111125466,Genbank:XM_022469388.1;Name=XM_022469388.1;gbkey=mRNA;gene=LOC111125466;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns;product=homeobox protein 2-like;transcript_id=XM_022469388.1","NC_035780.1",571100,571200,"DMR",58,363358,"ID=rna12","Parent=gene11","Dbxref=GeneID",111125466,"Genbank","Name=XM_022469388.1","gbkey=mRNA","gene=LOC111125466","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns","product=homeobox protein 2-like","transcript_id=XM_022469388.1","","",""
"137","XM_022471938.1","sp","Q8IV45","UN5CL_HUMAN",33.4,479,270,8,575,2002,78,510,4e-75,258,"NC_035780.1","Gnomon","mRNA",28961,33324,".","+",".","ID=rna1;Parent=gene1;Dbxref=GeneID:111126949,Genbank:XM_022471938.1;Name=XM_022471938.1;gbkey=mRNA;gene=LOC111126949;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=UNC5C-like protein;transcript_id=XM_022471938.1","NC_035780.1",571100,571200,"DMR",58,537777,"ID=rna1","Parent=gene1","Dbxref=GeneID",111126949,"Genbank","Name=XM_022471938.1","gbkey=mRNA","gene=LOC111126949","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns","product=UNC5C-like protein","transcript_id=XM_022471938.1","","",""
"138","XM_022474931.1","sp","Q723K6","INLA_LISMF",26.1,341,193,12,199,1095,36,359,0.027,42,"NC_035780.1","Gnomon","mRNA",151859,157536,".","+",".","ID=rna7;Parent=gene6;Dbxref=GeneID:111128953,Genbank:XM_022474931.1;Name=XM_022474931.1;gbkey=mRNA;gene=LOC111128953;model_evidence=Supporting evidence includes similarity to: 1 Protein;product=GATA zinc finger domain-containing protein 14-like;transcript_id=XM_022474931.1","NC_035780.1",571100,571200,"DMR",58,413565,"ID=rna7","Parent=gene6","Dbxref=GeneID",111128953,"Genbank","Name=XM_022474931.1","gbkey=mRNA","gene=LOC111128953","model_evidence=Supporting evidence includes similarity to"," 1 Protein","product=GATA zinc finger domain-containing protein 14-like","transcript_id=XM_022474931.1","","",""
"139","XM_022474931.1","sp","Q723K6","INLA_LISMF",28.2,266,167,9,247,990,161,420,0.004,44.7,"NC_035780.1","Gnomon","mRNA",151859,157536,".","+",".","ID=rna7;Parent=gene6;Dbxref=GeneID:111128953,Genbank:XM_022474931.1;Name=XM_022474931.1;gbkey=mRNA;gene=LOC111128953;model_evidence=Supporting evidence includes similarity to: 1 Protein;product=GATA zinc finger domain-containing protein 14-like;transcript_id=XM_022474931.1","NC_035780.1",571100,571200,"DMR",58,413565,"ID=rna7","Parent=gene6","Dbxref=GeneID",111128953,"Genbank","Name=XM_022474931.1","gbkey=mRNA","gene=LOC111128953","model_evidence=Supporting evidence includes similarity to"," 1 Protein","product=GATA zinc finger domain-containing protein 14-like","transcript_id=XM_022474931.1","","",""
"140","XM_022474945.1","sp","Q68DX3","FRPD2_HUMAN",44.12,34,19,0,102,203,218,251,0.64,33.5,"NC_035780.1","Gnomon","mRNA",214891,215322,".","-",".","ID=rna13;Parent=gene12;Dbxref=GeneID:111128964,Genbank:XM_022474945.1;Name=XM_022474945.1;gbkey=mRNA;gene=LOC111128964;model_evidence=Supporting evidence includes similarity to: 1 Protein;product=putative uncharacterized protein DDB_G0277407;transcript_id=XM_022474945.1","NC_035780.1",571100,571200,"DMR",58,355779,"ID=rna13","Parent=gene12","Dbxref=GeneID",111128964,"Genbank","Name=XM_022474945.1","gbkey=mRNA","gene=LOC111128964","model_evidence=Supporting evidence includes similarity to"," 1 Protein","product=putative uncharacterized protein DDB_G0277407","transcript_id=XM_022474945.1","","",""
"141","XM_022474955.1","sp","Q91ZS8","RED1_MOUSE",47.76,67,35,0,222,422,232,298,1e-08,63.2,"NC_035780.1","Gnomon","mRNA",1955555,1981063,".","-",".","ID=rna164;Parent=gene100;Dbxref=GeneID:111128971,Genbank:XM_022474955.1;Name=XM_022474955.1;gbkey=mRNA;gene=LOC111128971;model_evidence=Supporting evidence includes similarity to: 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns;product=double-stranded RNA-specific editase 1-like%2C transcript variant X1;transcript_id=XM_022474955.1","NC_035780.1",1933500,1933600,"DMR",53,-21955,"ID=rna164","Parent=gene100","Dbxref=GeneID",111128971,"Genbank","Name=XM_022474955.1","gbkey=mRNA","gene=LOC111128971","model_evidence=Supporting evidence includes similarity to"," 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=double-stranded RNA-specific editase 1-like%2C transcript variant X1","transcript_id=XM_022474955.1","","",""
"142","XM_022474955.1","sp","Q91ZS8","RED1_MOUSE",60.74,647,225,6,591,2450,67,711,0,785,"NC_035780.1","Gnomon","mRNA",1955555,1981063,".","-",".","ID=rna164;Parent=gene100;Dbxref=GeneID:111128971,Genbank:XM_022474955.1;Name=XM_022474955.1;gbkey=mRNA;gene=LOC111128971;model_evidence=Supporting evidence includes similarity to: 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns;product=double-stranded RNA-specific editase 1-like%2C transcript variant X1;transcript_id=XM_022474955.1","NC_035780.1",1933500,1933600,"DMR",53,-21955,"ID=rna164","Parent=gene100","Dbxref=GeneID",111128971,"Genbank","Name=XM_022474955.1","gbkey=mRNA","gene=LOC111128971","model_evidence=Supporting evidence includes similarity to"," 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=double-stranded RNA-specific editase 1-like%2C transcript variant X1","transcript_id=XM_022474955.1","","",""
"143","XM_022474955.1","sp","Q91ZS8","RED1_MOUSE",30.38,237,137,5,177,815,63,295,6e-18,93.2,"NC_035780.1","Gnomon","mRNA",1955555,1981063,".","-",".","ID=rna164;Parent=gene100;Dbxref=GeneID:111128971,Genbank:XM_022474955.1;Name=XM_022474955.1;gbkey=mRNA;gene=LOC111128971;model_evidence=Supporting evidence includes similarity to: 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns;product=double-stranded RNA-specific editase 1-like%2C transcript variant X1;transcript_id=XM_022474955.1","NC_035780.1",1933500,1933600,"DMR",53,-21955,"ID=rna164","Parent=gene100","Dbxref=GeneID",111128971,"Genbank","Name=XM_022474955.1","gbkey=mRNA","gene=LOC111128971","model_evidence=Supporting evidence includes similarity to"," 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=double-stranded RNA-specific editase 1-like%2C transcript variant X1","transcript_id=XM_022474955.1","","",""
"144","XM_022474964.1","sp","Q91ZS8","RED1_MOUSE",30.38,237,137,5,111,749,63,295,6e-18,93.2,"NC_035780.1","Gnomon","mRNA",1955555,1981097,".","-",".","ID=rna162;Parent=gene100;Dbxref=GeneID:111128971,Genbank:XM_022474964.1;Name=XM_022474964.1;gbkey=mRNA;gene=LOC111128971;model_evidence=Supporting evidence includes similarity to: 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns;product=double-stranded RNA-specific editase 1-like%2C transcript variant X2;transcript_id=XM_022474964.1","NC_035780.1",1933500,1933600,"DMR",53,-21955,"ID=rna162","Parent=gene100","Dbxref=GeneID",111128971,"Genbank","Name=XM_022474964.1","gbkey=mRNA","gene=LOC111128971","model_evidence=Supporting evidence includes similarity to"," 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns","product=double-stranded RNA-specific editase 1-like%2C transcript variant X2","transcript_id=XM_022474964.1","","",""
"145","XM_022474964.1","sp","Q91ZS8","RED1_MOUSE",60.74,647,225,6,525,2384,67,711,0,786,"NC_035780.1","Gnomon","mRNA",1955555,1981097,".","-",".","ID=rna162;Parent=gene100;Dbxref=GeneID:111128971,Genbank:XM_022474964.1;Name=XM_022474964.1;gbkey=mRNA;gene=LOC111128971;model_evidence=Supporting evidence includes similarity to: 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns;product=double-stranded RNA-specific editase 1-like%2C transcript variant X2;transcript_id=XM_022474964.1","NC_035780.1",1933500,1933600,"DMR",53,-21955,"ID=rna162","Parent=gene100","Dbxref=GeneID",111128971,"Genbank","Name=XM_022474964.1","gbkey=mRNA","gene=LOC111128971","model_evidence=Supporting evidence includes similarity to"," 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns","product=double-stranded RNA-specific editase 1-like%2C transcript variant X2","transcript_id=XM_022474964.1","","",""
"146","XM_022474964.1","sp","Q91ZS8","RED1_MOUSE",47.76,67,35,0,156,356,232,298,1e-08,63.2,"NC_035780.1","Gnomon","mRNA",1955555,1981097,".","-",".","ID=rna162;Parent=gene100;Dbxref=GeneID:111128971,Genbank:XM_022474964.1;Name=XM_022474964.1;gbkey=mRNA;gene=LOC111128971;model_evidence=Supporting evidence includes similarity to: 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns;product=double-stranded RNA-specific editase 1-like%2C transcript variant X2;transcript_id=XM_022474964.1","NC_035780.1",1933500,1933600,"DMR",53,-21955,"ID=rna162","Parent=gene100","Dbxref=GeneID",111128971,"Genbank","Name=XM_022474964.1","gbkey=mRNA","gene=LOC111128971","model_evidence=Supporting evidence includes similarity to"," 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns","product=double-stranded RNA-specific editase 1-like%2C transcript variant X2","transcript_id=XM_022474964.1","","",""
"147","XM_022474974.1","sp","Q91ZS8","RED1_MOUSE",60.74,647,225,6,604,2463,67,711,0,787,"NC_035780.1","Gnomon","mRNA",1955555,1981072,".","-",".","ID=rna163;Parent=gene100;Dbxref=GeneID:111128971,Genbank:XM_022474974.1;Name=XM_022474974.1;gbkey=mRNA;gene=LOC111128971;model_evidence=Supporting evidence includes similarity to: 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns;product=double-stranded RNA-specific editase 1-like%2C transcript variant X3;transcript_id=XM_022474974.1","NC_035780.1",1933500,1933600,"DMR",53,-21955,"ID=rna163","Parent=gene100","Dbxref=GeneID",111128971,"Genbank","Name=XM_022474974.1","gbkey=mRNA","gene=LOC111128971","model_evidence=Supporting evidence includes similarity to"," 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=double-stranded RNA-specific editase 1-like%2C transcript variant X3","transcript_id=XM_022474974.1","","",""
"148","XM_022474974.1","sp","Q91ZS8","RED1_MOUSE",47.76,67,35,0,235,435,232,298,1e-08,63.5,"NC_035780.1","Gnomon","mRNA",1955555,1981072,".","-",".","ID=rna163;Parent=gene100;Dbxref=GeneID:111128971,Genbank:XM_022474974.1;Name=XM_022474974.1;gbkey=mRNA;gene=LOC111128971;model_evidence=Supporting evidence includes similarity to: 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns;product=double-stranded RNA-specific editase 1-like%2C transcript variant X3;transcript_id=XM_022474974.1","NC_035780.1",1933500,1933600,"DMR",53,-21955,"ID=rna163","Parent=gene100","Dbxref=GeneID",111128971,"Genbank","Name=XM_022474974.1","gbkey=mRNA","gene=LOC111128971","model_evidence=Supporting evidence includes similarity to"," 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=double-stranded RNA-specific editase 1-like%2C transcript variant X3","transcript_id=XM_022474974.1","","",""
"149","XM_022474974.1","sp","Q91ZS8","RED1_MOUSE",29.77,262,149,6,115,828,45,295,4e-18,93.6,"NC_035780.1","Gnomon","mRNA",1955555,1981072,".","-",".","ID=rna163;Parent=gene100;Dbxref=GeneID:111128971,Genbank:XM_022474974.1;Name=XM_022474974.1;gbkey=mRNA;gene=LOC111128971;model_evidence=Supporting evidence includes similarity to: 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns;product=double-stranded RNA-specific editase 1-like%2C transcript variant X3;transcript_id=XM_022474974.1","NC_035780.1",1933500,1933600,"DMR",53,-21955,"ID=rna163","Parent=gene100","Dbxref=GeneID",111128971,"Genbank","Name=XM_022474974.1","gbkey=mRNA","gene=LOC111128971","model_evidence=Supporting evidence includes similarity to"," 26 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=double-stranded RNA-specific editase 1-like%2C transcript variant X3","transcript_id=XM_022474974.1","","",""
"150","XM_022474984.1","sp","Q91ZS8","RED1_MOUSE",60.74,647,225,6,479,2338,67,711,0,784,"NC_035780.1","Gnomon","mRNA",1955555,1968539,".","-",".","ID=rna165;Parent=gene100;Dbxref=GeneID:111128971,Genbank:XM_022474984.1;Name=XM_022474984.1;gbkey=mRNA;gene=LOC111128971;model_evidence=Supporting evidence includes similarity to: 24 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns;product=double-stranded RNA-specific editase 1-like%2C transcript variant X4;transcript_id=XM_022474984.1","NC_035780.1",1933500,1933600,"DMR",53,-21955,"ID=rna165","Parent=gene100","Dbxref=GeneID",111128971,"Genbank","Name=XM_022474984.1","gbkey=mRNA","gene=LOC111128971","model_evidence=Supporting evidence includes similarity to"," 24 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=double-stranded RNA-specific editase 1-like%2C transcript variant X4","transcript_id=XM_022474984.1","","",""
