"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","DMRchromosome","DMRstart","DMRend","DMRstrand","V5","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V11","mRNAstrand","V13","ID","Parent","Dbxref=GeneID","V17","V18","Name","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"346","XM_022474953.1","sp","Q9BY12","SCAPE_HUMAN",66.67,42,14,0,4280,4405,1308,1349,2e-150,66.2,"NC_035783.1",57927800,57927900,"DMR",55,"NC_035783.1","Gnomon","mRNA",57906897,57934776,".","+",".","ID=rna28490","Parent=gene16556","Dbxref=GeneID",111128972,"Genbank","Name=XM_022474953.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 2 bases in 2 codons%3B deleted 2 bases in 1 codon","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111128972","model_evidence=Supporting evidence includes similarity to"," 6 Proteins%2C and 96%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=S phase cyclin A-associated protein in the endoplasmic reticulum-like","transcript_id=XM_022474953.1"
"347","XM_022474953.1","sp","Q9BY12","SCAPE_HUMAN",32.7,159,79,7,3861,4292,1166,1311,1e-10,70.9,"NC_035783.1",57927800,57927900,"DMR",55,"NC_035783.1","Gnomon","mRNA",57906897,57934776,".","+",".","ID=rna28490","Parent=gene16556","Dbxref=GeneID",111128972,"Genbank","Name=XM_022474953.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 2 bases in 2 codons%3B deleted 2 bases in 1 codon","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111128972","model_evidence=Supporting evidence includes similarity to"," 6 Proteins%2C and 96%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=S phase cyclin A-associated protein in the endoplasmic reticulum-like","transcript_id=XM_022474953.1"
"348","XM_022475010.1","sp","Q7T3Q2","CRIM1_DANRE",36.86,879,448,22,240,2606,5,866,4e-155,506,"NC_035783.1",16831200,16831300,"DMR",54,"NC_035783.1","Gnomon","mRNA",16828495,16866474,".","-",".","ID=rna24017","Parent=gene13882","Dbxref=GeneID",111128996,"Genbank","Name=XM_022475010.1","gbkey=mRNA","gene=LOC111128996","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=cysteine-rich motor neuron 1 protein-like","transcript_id=XM_022475010.1","","",""
"349","XM_022475010.1","sp","Q7T3Q2","CRIM1_DANRE",31.85,135,82,3,2247,2624,602,735,4e-10,68.9,"NC_035783.1",16831200,16831300,"DMR",54,"NC_035783.1","Gnomon","mRNA",16828495,16866474,".","-",".","ID=rna24017","Parent=gene13882","Dbxref=GeneID",111128996,"Genbank","Name=XM_022475010.1","gbkey=mRNA","gene=LOC111128996","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=cysteine-rich motor neuron 1 protein-like","transcript_id=XM_022475010.1","","",""
"350","XM_022475010.1","sp","Q7T3Q2","CRIM1_DANRE",26.45,363,196,12,1224,2291,603,901,8e-17,90.9,"NC_035783.1",16831200,16831300,"DMR",54,"NC_035783.1","Gnomon","mRNA",16828495,16866474,".","-",".","ID=rna24017","Parent=gene13882","Dbxref=GeneID",111128996,"Genbank","Name=XM_022475010.1","gbkey=mRNA","gene=LOC111128996","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=cysteine-rich motor neuron 1 protein-like","transcript_id=XM_022475010.1","","",""
"351","XM_022476126.1","sp","Q6V0I7","FAT4_HUMAN",22.46,3108,1982,127,1882,10584,407,3293,7e-52,209,"NC_035783.1",42035600,42035700,"DMR",-51,"NC_035783.1","Gnomon","mRNA",42024515,42086528,".","-",".","ID=rna27046","Parent=gene15609","Dbxref=GeneID",111129664,"Genbank","Name=XM_022476126.1","gbkey=mRNA","gene=LOC111129664","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 94%25 coverage of the annotated genomic feature by RNAseq alignments","product=protocadherin Fat 4-like","transcript_id=XM_022476126.1","","",""
"352","XM_022476126.1","sp","Q6V0I7","FAT4_HUMAN",21.82,1416,880,60,7243,11058,45,1377,4e-07,60.8,"NC_035783.1",42035600,42035700,"DMR",-51,"NC_035783.1","Gnomon","mRNA",42024515,42086528,".","-",".","ID=rna27046","Parent=gene15609","Dbxref=GeneID",111129664,"Genbank","Name=XM_022476126.1","gbkey=mRNA","gene=LOC111129664","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 94%25 coverage of the annotated genomic feature by RNAseq alignments","product=protocadherin Fat 4-like","transcript_id=XM_022476126.1","","",""
"353","XM_022476126.1","sp","Q6V0I7","FAT4_HUMAN",22.05,848,528,31,8845,11100,47,857,7e-06,57,"NC_035783.1",42035600,42035700,"DMR",-51,"NC_035783.1","Gnomon","mRNA",42024515,42086528,".","-",".","ID=rna27046","Parent=gene15609","Dbxref=GeneID",111129664,"Genbank","Name=XM_022476126.1","gbkey=mRNA","gene=LOC111129664","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 94%25 coverage of the annotated genomic feature by RNAseq alignments","product=protocadherin Fat 4-like","transcript_id=XM_022476126.1","","",""
"354","XM_022476126.1","sp","Q6V0I7","FAT4_HUMAN",29.63,108,64,7,11410,11715,4378,4479,0.016,45.4,"NC_035783.1",42035600,42035700,"DMR",-51,"NC_035783.1","Gnomon","mRNA",42024515,42086528,".","-",".","ID=rna27046","Parent=gene15609","Dbxref=GeneID",111129664,"Genbank","Name=XM_022476126.1","gbkey=mRNA","gene=LOC111129664","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 94%25 coverage of the annotated genomic feature by RNAseq alignments","product=protocadherin Fat 4-like","transcript_id=XM_022476126.1","","",""
"355","XM_022476126.1","sp","Q6V0I7","FAT4_HUMAN",23.7,2321,1455,100,2242,8760,204,2356,1e-66,257,"NC_035783.1",42035600,42035700,"DMR",-51,"NC_035783.1","Gnomon","mRNA",42024515,42086528,".","-",".","ID=rna27046","Parent=gene15609","Dbxref=GeneID",111129664,"Genbank","Name=XM_022476126.1","gbkey=mRNA","gene=LOC111129664","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 94%25 coverage of the annotated genomic feature by RNAseq alignments","product=protocadherin Fat 4-like","transcript_id=XM_022476126.1","","",""
"356","XM_022476126.1","sp","Q6V0I7","FAT4_HUMAN",23.42,3523,2177,164,1852,11679,726,3974,3e-97,358,"NC_035783.1",42035600,42035700,"DMR",-51,"NC_035783.1","Gnomon","mRNA",42024515,42086528,".","-",".","ID=rna27046","Parent=gene15609","Dbxref=GeneID",111129664,"Genbank","Name=XM_022476126.1","gbkey=mRNA","gene=LOC111129664","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 94%25 coverage of the annotated genomic feature by RNAseq alignments","product=protocadherin Fat 4-like","transcript_id=XM_022476126.1","","",""
"357","XM_022476126.1","sp","Q6V0I7","FAT4_HUMAN",22.52,1199,757,61,7555,10842,58,1187,3e-08,64.7,"NC_035783.1",42035600,42035700,"DMR",-51,"NC_035783.1","Gnomon","mRNA",42024515,42086528,".","-",".","ID=rna27046","Parent=gene15609","Dbxref=GeneID",111129664,"Genbank","Name=XM_022476126.1","gbkey=mRNA","gene=LOC111129664","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 94%25 coverage of the annotated genomic feature by RNAseq alignments","product=protocadherin Fat 4-like","transcript_id=XM_022476126.1","","",""
"358","XM_022476126.1","sp","Q6V0I7","FAT4_HUMAN",24.49,1609,1012,66,3397,7899,43,1556,2e-49,200,"NC_035783.1",42035600,42035700,"DMR",-51,"NC_035783.1","Gnomon","mRNA",42024515,42086528,".","-",".","ID=rna27046","Parent=gene15609","Dbxref=GeneID",111129664,"Genbank","Name=XM_022476126.1","gbkey=mRNA","gene=LOC111129664","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 94%25 coverage of the annotated genomic feature by RNAseq alignments","product=protocadherin Fat 4-like","transcript_id=XM_022476126.1","","",""
"359","XM_022476126.1","sp","Q6V0I7","FAT4_HUMAN",28.1,121,62,4,11308,11658,4398,4497,1e-04,52.8,"NC_035783.1",42035600,42035700,"DMR",-51,"NC_035783.1","Gnomon","mRNA",42024515,42086528,".","-",".","ID=rna27046","Parent=gene15609","Dbxref=GeneID",111129664,"Genbank","Name=XM_022476126.1","gbkey=mRNA","gene=LOC111129664","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 94%25 coverage of the annotated genomic feature by RNAseq alignments","product=protocadherin Fat 4-like","transcript_id=XM_022476126.1","","",""
"360","XM_022476126.1","sp","Q6V0I7","FAT4_HUMAN",38.36,73,38,4,11218,11433,3909,3975,2e-06,58.5,"NC_035783.1",42035600,42035700,"DMR",-51,"NC_035783.1","Gnomon","mRNA",42024515,42086528,".","-",".","ID=rna27046","Parent=gene15609","Dbxref=GeneID",111129664,"Genbank","Name=XM_022476126.1","gbkey=mRNA","gene=LOC111129664","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 94%25 coverage of the annotated genomic feature by RNAseq alignments","product=protocadherin Fat 4-like","transcript_id=XM_022476126.1","","",""
"361","XM_022476408.1","sp","Q32L99","PTGR2_BOVIN",57.64,347,142,3,28,1068,5,346,9e-117,354,"NC_035783.1",12087100,12087200,"DMR",-53,"NC_035783.1","Gnomon","mRNA",12085552,12089957,".","-",".","ID=rna23422","Parent=gene13583","Dbxref=GeneID",111129892,"Genbank","Name=XM_022476408.1","gbkey=mRNA","gene=LOC111129892","model_evidence=Supporting evidence includes similarity to"," 16 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=prostaglandin reductase 2-like%2C transcript variant X1","transcript_id=XM_022476408.1","","",""
"362","XM_022476409.1","sp","Q32L99","PTGR2_BOVIN",57.58,33,14,0,882,980,314,346,7e-04,44.7,"NC_035783.1",12087100,12087200,"DMR",-53,"NC_035783.1","Gnomon","mRNA",12085901,12089957,".","-",".","ID=rna23423","Parent=gene13583","Dbxref=GeneID",111129892,"Genbank","Name=XM_022476409.1","gbkey=mRNA","gene=LOC111129892","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns","product=prostaglandin reductase 2-like%2C transcript variant X2","transcript_id=XM_022476409.1","","",""
"363","XM_022476409.1","sp","Q32L99","PTGR2_BOVIN",58.6,285,113,3,28,882,5,284,6e-92,285,"NC_035783.1",12087100,12087200,"DMR",-53,"NC_035783.1","Gnomon","mRNA",12085901,12089957,".","-",".","ID=rna23423","Parent=gene13583","Dbxref=GeneID",111129892,"Genbank","Name=XM_022476409.1","gbkey=mRNA","gene=LOC111129892","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns","product=prostaglandin reductase 2-like%2C transcript variant X2","transcript_id=XM_022476409.1","","",""
"364","XM_022476448.1","sp","P14925","AMD_RAT",35.93,501,262,18,1757,3154,490,966,2e-73,271,"NC_035783.1",20710000,20710100,"DMR",67,"NC_035783.1","Gnomon","mRNA",20697421,20715530,".","-",".","ID=rna24531","Parent=gene14156","Dbxref=GeneID",111129912,"Genbank","Name=XM_022476448.1","gbkey=mRNA","gene=LOC111129912","model_evidence=Supporting evidence includes similarity to"," 9 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns","product=peptidyl-glycine alpha-amidating monooxygenase-like%2C transcript variant X1","transcript_id=XM_022476448.1","","",""
"365","XM_022476448.1","sp","P14925","AMD_RAT",41.64,305,171,6,254,1153,63,365,1e-67,253,"NC_035783.1",20710000,20710100,"DMR",67,"NC_035783.1","Gnomon","mRNA",20697421,20715530,".","-",".","ID=rna24531","Parent=gene14156","Dbxref=GeneID",111129912,"Genbank","Name=XM_022476448.1","gbkey=mRNA","gene=LOC111129912","model_evidence=Supporting evidence includes similarity to"," 9 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns","product=peptidyl-glycine alpha-amidating monooxygenase-like%2C transcript variant X1","transcript_id=XM_022476448.1","","",""
"366","XM_022476449.1","sp","P14925","AMD_RAT",41.64,305,171,6,398,1297,63,365,1e-67,253,"NC_035783.1",20710000,20710100,"DMR",67,"NC_035783.1","Gnomon","mRNA",20697421,20716772,".","-",".","ID=rna24529","Parent=gene14156","Dbxref=GeneID",111129912,"Genbank","Name=XM_022476449.1","gbkey=mRNA","gene=LOC111129912","model_evidence=Supporting evidence includes similarity to"," 9 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=peptidyl-glycine alpha-amidating monooxygenase-like%2C transcript variant X2","transcript_id=XM_022476449.1","","",""
"367","XM_022476449.1","sp","P14925","AMD_RAT",35.93,501,262,18,1901,3298,490,966,3e-73,271,"NC_035783.1",20710000,20710100,"DMR",67,"NC_035783.1","Gnomon","mRNA",20697421,20716772,".","-",".","ID=rna24529","Parent=gene14156","Dbxref=GeneID",111129912,"Genbank","Name=XM_022476449.1","gbkey=mRNA","gene=LOC111129912","model_evidence=Supporting evidence includes similarity to"," 9 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=peptidyl-glycine alpha-amidating monooxygenase-like%2C transcript variant X2","transcript_id=XM_022476449.1","","",""
"368","XM_022476450.1","sp","P08478","AMDA_XENLA",44.11,297,160,5,249,1124,59,354,2e-69,258,"NC_035783.1",20710000,20710100,"DMR",67,"NC_035783.1","Gnomon","mRNA",20697421,20715525,".","-",".","ID=rna24532","Parent=gene14156","Dbxref=GeneID",111129912,"Genbank","Name=XM_022476450.1","gbkey=mRNA","gene=LOC111129912","model_evidence=Supporting evidence includes similarity to"," 9 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=peptidyl-glycine alpha-amidating monooxygenase-like%2C transcript variant X3","transcript_id=XM_022476450.1","","",""
"369","XM_022476450.1","sp","P08478","AMDA_XENLA",44.98,309,157,9,1842,2750,401,702,4e-71,263,"NC_035783.1",20710000,20710100,"DMR",67,"NC_035783.1","Gnomon","mRNA",20697421,20715525,".","-",".","ID=rna24532","Parent=gene14156","Dbxref=GeneID",111129912,"Genbank","Name=XM_022476450.1","gbkey=mRNA","gene=LOC111129912","model_evidence=Supporting evidence includes similarity to"," 9 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns","product=peptidyl-glycine alpha-amidating monooxygenase-like%2C transcript variant X3","transcript_id=XM_022476450.1","","",""
"370","XM_022476451.1","sp","P08478","AMDA_XENLA",41.09,679,353,17,254,2254,59,702,2e-152,495,"NC_035783.1",20710000,20710100,"DMR",67,"NC_035783.1","Gnomon","mRNA",20697421,20715530,".","-",".","ID=rna24530","Parent=gene14156","Dbxref=GeneID",111129912,"Genbank","Name=XM_022476451.1","gbkey=mRNA","gene=LOC111129912","model_evidence=Supporting evidence includes similarity to"," 9 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=peptidyl-glycine alpha-amidating monooxygenase-like%2C transcript variant X4","transcript_id=XM_022476451.1","","",""
"371","XM_022476749.1","sp","P15330","DORS_DROME",57.45,282,116,4,385,1221,48,328,4e-98,335,"NC_035783.1",20844500,20844600,"DMR",69,"NC_035783.1","Gnomon","mRNA",20840174,20848192,".","+",".","ID=rna24553","Parent=gene14164","Dbxref=GeneID",111130067,"Genbank","Name=XM_022476749.1","gbkey=mRNA","gene=LOC111130067","model_evidence=Supporting evidence includes similarity to"," 2 ESTs%2C 17 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns","product=putative transcription factor p65 homolog","transcript_id=XM_022476749.1","","",""
"372","XM_022477399.1","sp","Q66KE9","F161A_XENLA",35.23,474,243,13,754,2157,172,587,2e-34,145,"NC_035783.1",42295600,42295700,"DMR",-57,"NC_035783.1","Gnomon","mRNA",42292989,42298521,".","+",".","ID=rna27058","Parent=gene15619","Dbxref=GeneID",111130378,"Genbank","Name=XM_022477399.1","gbkey=mRNA","gene=LOC111130378","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 26 samples with support for all annotated introns","product=protein FAM161A-like","transcript_id=XM_022477399.1","","",""
