chr,DMLB.start,DMLB.end,strand,pvalue,qvalue,meth.diff,Uniprot,Genbank,evalue,Product,GO
NC_035780.1,37507947,37507947,+,2.623854e-05,0.0001955042,-11.56385,Q8BSY0,XM_022442371.1,2e-132,aspartyl/asparaginyl beta-hydroxylase-like,GO:0004597; GO:0005509; GO:0005737; GO:0005783; GO:0005886; GO:0007389; GO:0008285; GO:0010524; GO:0016021; GO:0030176; GO:0031585; GO:0031647; GO:0032237; GO:0032541; GO:0033017; GO:0033198; GO:0035108; GO:0042264; GO:0045862; GO:0045893; GO:0051480; GO:0060021; GO:0060325; GO:0062101; GO:0070588; GO:0071277; GO:0090316; GO:0097202; GO:1901879
NC_035781.1,7150793,7150793,+,0.3107008,0.3502399,4.609646,Q9C6W5,XM_022463579.1,1e-89,ABC transporter G family member 14-like,GO:0005524; GO:0005886; GO:0010222; GO:0010588; GO:0016021; GO:0042626; GO:0055085
NC_035787.1,8228831,8228831,+,9.55518e-27,1.858087e-24,30.4414,Q9H334,XM_022440157.1,1e-25,forkhead box protein P1-like,GO:0000981; GO:0002903; GO:0005634; GO:0005654; GO:0006974; GO:0010595; GO:0010629; GO:0030316; GO:0032496; GO:0032680; GO:0035019; GO:0035926; GO:0036035; GO:0042116; GO:0042117; GO:0042118; GO:0042802; GO:0043565; GO:0043621; GO:0045655; GO:0045892; GO:0046872; GO:0048661; GO:0050681; GO:0050706; GO:0050727; GO:0050861; GO:0060766; GO:0061470; GO:0072619; GO:1900424; GO:1901256; GO:1901509; GO:2001182
NC_035786.1,43956380,43956380,+,0.002729903,0.01027184,12.89171,Q3UHX9,XM_022436420.1,4e-133,putative methyltransferase C9orf114 homolog,GO:0000776; GO:0000777; GO:0005737; GO:0007049; GO:0008168; GO:0010608; GO:0031616; GO:0035196; GO:0035198; GO:0051301; GO:0051661; GO:0072686
NC_035780.1,6353341,6353341,+,1.970641e-13,7.229172e-12,25.22167,O70511,XM_022439210.1,5e-21,uncharacterized LOC111105035,GO:0005764; GO:0005856; GO:0005886; GO:0007165; GO:0007528; GO:0008092; GO:0009986; GO:0010628; GO:0010650; GO:0010765; GO:0010960; GO:0014704; GO:0014731; GO:0016529; GO:0030018; GO:0030315; GO:0030424; GO:0030425; GO:0030507; GO:0030674; GO:0031594; GO:0033268; GO:0034112; GO:0042383; GO:0043005; GO:0043034; GO:0043194; GO:0043266; GO:0044325; GO:0045162; GO:0045211; GO:0045296; GO:0045838; GO:0071286; GO:0071709; GO:0072659; GO:0090314; GO:0099612; GO:0140031; GO:1900827; GO:1902260; GO:2000651; GO:2001259
NC_035780.1,23776136,23776136,+,4.093003e-09,7.28935e-08,22.22503,Q9Y2G5,XM_022457538.1,6e-149,GDP-fucose protein O-fucosyltransferase 2-like,GO:0001707; GO:0005789; GO:0005794; GO:0006004; GO:0010468; GO:0010717; GO:0036066; GO:0046922; GO:0051046
NC_035783.1,26285240,26285240,+,2.167688e-13,7.913629e-12,32.0138,Q6JAN0,XM_022475696.1,6e-17,G-protein coupled receptor 98-like,GO:0001917; GO:0001965; GO:0004930; GO:0007166; GO:0007194; GO:0010739; GO:0010855; GO:0016021; GO:0016787; GO:0031647; GO:0042462; GO:0060171; GO:0071277; GO:0090037; GO:0097264
NC_035785.1,40872263,40872263,+,3.021731e-13,1.078531e-11,-21.98052,Q6P9H4,XM_022433328.1,5e-68,connector enhancer of kinase suppressor of ras 2-like,GO:0005737; GO:0010765; GO:0016324; GO:0033137; GO:0070373; GO:2000651
NC_035781.1,33124222,33124222,+,2.268421e-09,4.237099e-08,26.73108,Q8N6S4,XM_022463031.1,0,ankyrin repeat domain-containing protein 13C-like,GO:0005102; GO:0005783; GO:0005789; GO:0006621; GO:0010869; GO:0048471; GO:2000209
NC_035784.1,35234870,35234870,+,2.976379e-38,1.815594e-35,45.32117,Q8TEP8,XM_022484486.1,2e-132,uncharacterized LOC111134927,GO:0000086; GO:0000242; GO:0005813; GO:0005814; GO:0005829; GO:0009617; GO:0010389; GO:0010923; GO:0019902; GO:0051298; GO:0071539; GO:0090222; GO:0090307; GO:0097711
NC_035781.1,38138240,38138240,+,0.1023941,0.1664019,6.057767,Q9UNN5,XM_022463013.1,2e-144,FAS-associated factor 1-like,GO:0005634; GO:0005635; GO:0005829; GO:0006915; GO:0007253; GO:0008219; GO:0010942; GO:0019887; GO:0019901; GO:0019904; GO:0030155; GO:0031072; GO:0031265; GO:0031334; GO:0031625; GO:0034098; GO:0042176; GO:0043065; GO:0043130; GO:0043161; GO:0045740; GO:0048471; GO:0051059; GO:1902043; GO:1903364
NC_035782.1,33532193,33532193,+,0.001224923,0.005294638,21,Q8BMI0,XM_022468650.1,1e-140,F-box only protein 38-like,GO:0002250; GO:0002842; GO:0005634; GO:0005737; GO:0005829; GO:0010976; GO:0031146; GO:0070936
NC_035783.1,8575382,8575382,+,4.549216e-10,9.64222e-09,21.57712,Q8CC12,XM_022477902.1,3e-122,codanin-1-like,GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006325; GO:0006998; GO:0008104; GO:0008156; GO:0012505; GO:0016021; GO:0031497
NC_035782.1,63931240,63931240,+,1.583382e-05,0.0001254684,-12.37009,Q9R279,XM_022465660.1,0,H(+)/Cl(-) exchange transporter 3-like,GO:0005247; GO:0005524; GO:0005769; GO:0005770; GO:0005794; GO:0012506; GO:0015297; GO:0016021; GO:0030165; GO:0030658; GO:0031901; GO:0031902
NC_035783.1,57342619,57342619,+,1.586788e-14,6.765011e-13,-25.8547,O95406,XM_022473310.1,7e-49,protein cornichon homolog 1-like,GO:0000139; GO:0005789; GO:0006888; GO:0006955; GO:0007165; GO:0012507; GO:0016021; GO:0033116; GO:0048208
NC_035783.1,10287290,10287290,+,0.02764102,0.06408899,4.947854,E1C1L6,XM_022476432.1,4e-98,ectonucleoside triphosphate diphosphohydrolase 5-like,GO:0004382; GO:0005576; GO:0005783; GO:0006487; GO:0008283; GO:0014066; GO:0045134; GO:0045821; GO:0046034; GO:0051084
NC_035783.1,17619689,17619689,+,1.953029e-08,3.041965e-07,-20.30028,Q15147,XM_022473924.1,0,1-phosphatidylinositol 4,GO:0004435; GO:0004629; GO:0005509; GO:0005634; GO:0005790; GO:0005829; GO:0007186; GO:0014069; GO:0016042; GO:0030425; GO:0032959; GO:0035556; GO:0043647; GO:0050804; GO:0098688; GO:0098978
NC_035784.1,33961683,33961683,+,8.40772e-09,1.410466e-07,20.95515,Q9UDX5,XM_022483905.1,2e-47,mitochondrial fission process protein 1-like,GO:0000266; GO:0005739; GO:0005743; GO:0006915; GO:0014850; GO:0016021
NC_035786.1,26612042,26612042,+,0.0002318655,0.001296958,23.2765,O77783,XM_022437730.1,0,exostosin-2-like,GO:0000139; GO:0005615; GO:0005789; GO:0006024; GO:0006044; GO:0006486; GO:0008375; GO:0015012; GO:0015020; GO:0016021; GO:0046872; GO:0050508; GO:0050509
NC_035782.1,64046182,64046182,+,0.1445971,0.2111861,-10.79639,Q9W1V3,XM_022464554.1,9e-136,rRNA 2'-O-methyltransferase fibrillarin-like,GO:0001651; GO:0003723; GO:0005730; GO:0005732; GO:0006364; GO:0008168; GO:0015030; GO:0030532
NC_035780.1,58830596,58830596,+,0.02902332,0.06651211,5.617666,F1QC45,XM_022434479.1,2e-106,protein XRP2-like,GO:0000902; GO:0001947; GO:0005096; GO:0005525; GO:0005886; GO:0005929; GO:0010842; GO:0015031; GO:0035845; GO:0042461; GO:0045494; GO:0048793; GO:0060041; GO:0061371
NC_035784.1,68841688,68841688,+,1.283585e-07,1.681856e-06,-33.07623,Q16206,XM_022486142.1,7e-111,ecto-NOX disulfide-thiol exchanger 2-like,GO:0003676; GO:0005615; GO:0005829; GO:0007624; GO:0009897; GO:0015035; GO:0040008; GO:0055114
NC_035783.1,32175799,32175799,+,0.005053988,0.01694218,-10.63524,Q8JG64,XM_022474205.1,0,protein disulfide-isomerase A3-like,GO:0003756; GO:0005615; GO:0005783; GO:0005788; GO:0006457; GO:0009986; GO:0015037; GO:0034976; GO:0042470; GO:0042802; GO:0042824; GO:0045454; GO:0098761; GO:2001238
NC_035781.1,12396748,12396748,+,2.763406e-06,2.659068e-05,19.46275,O70496,XM_022462671.1,0,H(+)/Cl(-) exchange transporter 7-like,GO:0005247; GO:0005524; GO:0005654; GO:0005765; GO:0009268; GO:0015108; GO:0015297; GO:0016021; GO:0022857; GO:0031410; GO:0043231
NC_035780.1,1938000,1938000,+,4.453614e-38,2.677431e-35,-45.32775,Q8CI95,XM_022432742.1,0,oxysterol-binding protein-related protein 11-like,GO:0005654; GO:0005794; GO:0005829; GO:0008289; GO:0010890; GO:0015248; GO:0016020; GO:0031902; GO:0032934; GO:0043231; GO:0045444
NC_035782.1,31229537,31229537,+,5.208392e-18,3.55525e-16,40.20321,Q6UVM3,XM_022470903.1,0,potassium channel subfamily T member 2-like,GO:0005228; GO:0005524; GO:0005886; GO:0015271; GO:0016021; GO:0042391; GO:0070089; GO:0097623
NC_035784.1,37567516,37567516,+,1.61677e-05,0.0001277817,22.23766,Q8C811,XM_022487845.1,7e-110,solute carrier family 35 member E2-like,GO:0001835; GO:0005794; GO:0015165; GO:0015297; GO:0016021; GO:0022857
NC_035782.1,8707638,8707638,+,1.033707e-47,1.440783e-44,52.2722,P13808,XM_022464734.1,0,band 3 anion transport protein-like,GO:0005452; GO:0005887; GO:0006821; GO:0015108; GO:0015301; GO:0015701; GO:0016020; GO:0016323; GO:0016324; GO:0019899; GO:0051453
NC_035785.1,33637403,33637403,+,2.251913e-09,4.20847e-08,11.33578,Q5R416,XM_022432477.1,0,catenin alpha-2-like,GO:0005198; GO:0005634; GO:0005737; GO:0005912; GO:0005913; GO:0007409; GO:0010975; GO:0015629; GO:0016323; GO:0021942; GO:0030027; GO:0030424; GO:0034316; GO:0042802; GO:0045296; GO:0048813; GO:0048854; GO:0051015; GO:0051823; GO:0060134; GO:0098609; GO:0098686; GO:0098688; GO:0098831; GO:0098885; GO:0098888; GO:0098890; GO:0099092; GO:2001222
NC_035782.1,40860497,40860497,+,3.353913e-86,1.045961e-81,59.37051,O75592,XM_022468427.1,0,E3 ubiquitin-protein ligase MYCBP2-like,GO:0005085; GO:0005634; GO:0005737; GO:0008270; GO:0008536; GO:0015630; GO:0016020; GO:0016567; GO:0021785; GO:0021952; GO:0030424; GO:0031398; GO:0032880; GO:0032922; GO:0042177; GO:0042803; GO:0043231; GO:0050905; GO:0051493; GO:0061630; GO:1902667
NC_035782.1,53693368,53693368,+,1.35844e-30,4.020376e-28,61.38971,O15439,XM_022466774.1,0,multidrug resistance-associated protein 4-like,GO:0002576; GO:0005524; GO:0005886; GO:0010243; GO:0014070; GO:0015662; GO:0016020; GO:0016021; GO:0016323; GO:0016404; GO:0031088; GO:0032310; GO:0042493; GO:0042626; GO:0048661; GO:0055085; GO:0060271
NC_035784.1,89224850,89224850,+,1.56015e-06,1.596106e-05,-16.75784,Q9NQZ5,XM_022490323.1,2e-60,stAR-related lipid transfer protein 7,GO:0005548; GO:0005741; GO:0006656; GO:0008289; GO:0015914
NC_035784.1,65348517,65348517,+,0.01188225,0.03343035,5.333333,Q3MHY7,XM_022481884.1,8e-16,39S ribosomal protein L10,GO:0003735; GO:0005654; GO:0005743; GO:0005762; GO:0006412; GO:0015934; GO:0042254; GO:1990904
NC_035783.1,2275805,2275805,+,5.066091e-11,1.275555e-09,23.87755,A7Z064,XM_022473901.1,0,3-hydroxy-3-methylglutaryl-coenzyme A reductase-like,GO:0004420; GO:0005778; GO:0005789; GO:0006695; GO:0008299; GO:0008542; GO:0015936; GO:0016021; GO:0016126; GO:0042177; GO:0042282; GO:0043407; GO:0050709; GO:0051262; GO:0070402; GO:1900222
NC_035786.1,49214652,49214652,+,1.315317e-12,4.253519e-11,-30.63063,P13619,XM_022435122.1,2e-26,ATP synthase F(0) complex subunit B1,GO:0000276; GO:0005753; GO:0015078; GO:0015986; GO:0099132
NC_035780.1,11179267,11179267,+,1.176526e-23,1.611042e-21,33.39575,Q9HBU6,XM_022435091.1,6e-84,ethanolamine kinase 1-like,GO:0004305; GO:0005524; GO:0005654; GO:0005829; GO:0005886; GO:0006646; GO:0016020
NC_035785.1,32858155,32858155,+,9.045696e-10,1.819571e-08,16.37933,Q9NVI1,XM_022432099.1,0,Fanconi anemia group I protein-like,GO:0003677; GO:0005654; GO:0005829; GO:0007049; GO:0016020; GO:0031398; GO:0036297; GO:0070182
NC_035788.1,77714594,77714594,+,0.000210281,0.001192722,14.79191,Q7ZXS8,XM_022453780.1,5e-30,calcitonin gene-related peptide type 1 receptor-like,GO:0004948; GO:0005886; GO:0007166; GO:0016021
NC_035785.1,41928250,41928250,+,9.711581e-12,2.743372e-10,29.70663,B0VX73,XM_022431222.1,8e-109,inactive rhomboid protein 1-like,GO:0000139; GO:0004252; GO:0005789; GO:0008283; GO:0015031; GO:0016021; GO:0016477; GO:0019838; GO:0042058; GO:0050709; GO:0061136
NC_035782.1,2326623,2326623,+,2.441518e-14,1.015564e-12,24.66568,Q5SRE5,XM_022468241.1,0,nucleoporin NUP188 homolog,GO:0005635; GO:0006110; GO:0006406; GO:0006409; GO:0006606; GO:0016020; GO:0016032; GO:0016925; GO:0017056; GO:0019083; GO:0043657; GO:0044611; GO:0060964; GO:0075733; GO:1900034
NC_035784.1,63924569,63924569,+,9.04187e-17,5.224316e-15,26.05858,P17140,XM_022484034.1,2e-23,collagen alpha-2(IV) chain-like,GO:0005201; GO:0005587; GO:0005604; GO:0005615; GO:0008104; GO:0009792; GO:0016043; GO:0030020; GO:0030198; GO:0031012; GO:0035262; GO:1903354
NC_035784.1,86720906,86720906,+,1.211356e-06,1.27048e-05,-7.863248,P67963,XM_022488080.1,0,casein kinase I-like,GO:0000777; GO:0004674; GO:0005524; GO:0005737; GO:0006468; GO:0007049; GO:0016055; GO:0016607; GO:0036064; GO:0045104; GO:0051301
NC_035784.1,72696334,72696334,+,1.556086e-12,4.976012e-11,32.25894,Q8TC12,XM_022483614.1,9e-60,retinol dehydrogenase 11-like,GO:0001523; GO:0001917; GO:0004745; GO:0005789; GO:0007601; GO:0016021; GO:0016062; GO:0016616; GO:0033721; GO:0042572; GO:0042574; GO:0052650; GO:0110095
NC_035781.1,38605412,38605412,+,0.07027087,0.1273164,4.354396,Q9GZR7,XM_022463211.1,3e-21,ATP-dependent RNA helicase DDX24-like,GO:0003723; GO:0003724; GO:0005524; GO:0005730; GO:0016020; GO:0016070
NC_035781.1,15375540,15375540,+,9.815307e-10,1.962042e-08,-33.49386,A0JN80,XM_022459538.1,0,DIS3-like exonuclease 1,GO:0000175; GO:0000176; GO:0000177; GO:0000178; GO:0003723; GO:0004519; GO:0016075
NC_035780.1,30713003,30713003,+,2.641164e-19,2.119476e-17,-24.54464,Q9EQZ7,XM_022476158.1,1e-21,regulating synaptic membrane exocytosis protein 2-like,GO:0006886; GO:0007269; GO:0010628; GO:0016081; GO:0016082; GO:0017137; GO:0017156; GO:0017157; GO:0019904; GO:0019933; GO:0030054; GO:0030073; GO:0032991; GO:0042391; GO:0042734; GO:0043005; GO:0044325; GO:0045202; GO:0046872; GO:0046982; GO:0048167; GO:0048788; GO:0048791; GO:0050806; GO:0060077; GO:0061669; GO:0097151; GO:0098684; GO:0098831; GO:0098882; GO:0098978; GO:0098982; GO:1903861; GO:2000300; GO:2000463
NC_035783.1,19676109,19676109,+,5.038069e-11,1.269134e-09,25.75959,P23913,XM_022473448.1,1e-150,lamin-B receptor-like,GO:0003677; GO:0005634; GO:0005637; GO:0005737; GO:0005789; GO:0006695; GO:0016021; GO:0016126; GO:0030223; GO:0050613; GO:0070402
NC_035787.1,59877234,59877234,+,0.02198196,0.05379918,5.988917,Q9BTY2,XM_022441801.1,7e-175,plasma alpha-L-fucosidase-like,GO:0004560; GO:0005576; GO:0005615; GO:0005764; GO:0005788; GO:0006004; GO:0009617; GO:0016139; GO:0035578; GO:0043312; GO:0043687; GO:0044267; GO:0070062; GO:2000535
NC_035788.1,54211225,54211225,+,1.241045e-10,2.919099e-09,18.77865,P84082,XM_022449758.1,3e-115,ADP-ribosylation factor 2,GO:0005525; GO:0005737; GO:0005794; GO:0005886; GO:0006886; GO:0006893; GO:0016192
NC_035781.1,13281050,13281050,+,1.070022e-21,1.152678e-19,-51.49297,Q15438,XM_022461447.1,0,cytohesin-1-like,GO:0000139; GO:0005086; GO:0005737; GO:0005829; GO:0005886; GO:0005912; GO:0005923; GO:0008289; GO:0016192; GO:0030155; GO:0031234; GO:0032012; GO:0090162
NC_035787.1,47990102,47990102,+,1.597433e-66,1.107067e-62,-68.58065,Q9H1K0,XM_022442215.1,4e-107,rabenosyn-5-like,GO:0003676; GO:0005768; GO:0005829; GO:0005886; GO:0007596; GO:0008270; GO:0010008; GO:0015031; GO:0016197; GO:0017137; GO:0031901; GO:0034498; GO:0043231; GO:0070062; GO:0090160; GO:1903358
NC_035783.1,40085458,40085458,+,0.007634025,0.02359271,6.731549,Q99NB1,XM_022476800.1,0,acetyl-coenzyme A synthetase 2-like,GO:0003987; GO:0005524; GO:0005739; GO:0005759; GO:0006085; GO:0016208; GO:0019413; GO:0019427; GO:0019542
NC_035782.1,32655255,32655255,+,3.828776e-08,5.622052e-07,-25.18839,Q9Z0R9,XM_022468201.1,1e-165,fatty acid desaturase 2-like,GO:0004768; GO:0005789; GO:0006636; GO:0016020; GO:0016021; GO:0016213
NC_035781.1,26189620,26189620,+,8.318607e-11,2.016334e-09,-40.69264,Q5BK18,XM_022461735.1,0,cytosolic Fe-S cluster assembly factor narfl-like,GO:0001666; GO:0002244; GO:0010468; GO:0016226; GO:0032364; GO:0046872; GO:0051539; GO:0097361
NC_035780.1,8856757,8856757,+,1.345746e-34,5.931991e-32,-36.05024,Q9Y6J0,XM_022470977.1,2e-178,calcineurin-binding protein cabin-1-like,GO:0004864; GO:0005634; GO:0005654; GO:0005829; GO:0006336; GO:0007166; GO:0016235
NC_035787.1,60257217,60257217,+,1.02466e-05,8.531664e-05,12.75584,Q925U4,XM_022444591.1,0,ER degradation-enhancing alpha-mannosidase-like protein 1,GO:0004571; GO:0005509; GO:0005783; GO:0006986; GO:0016235; GO:0030176; GO:0030433; GO:0036510; GO:0044322; GO:0051787; GO:0097466; GO:1904154; GO:1904382
NC_035787.1,64965423,64965423,+,7.987251e-15,3.546436e-13,-22.02484,Q99PL6,XM_022440562.1,8e-85,UBX domain-containing protein 6-like,GO:0005634; GO:0005737; GO:0005765; GO:0005815; GO:0005829; GO:0016236; GO:0019898; GO:0031901; GO:0031902; GO:0032510; GO:0032991; GO:0036503
NC_035785.1,2518910,2518910,+,3.480323e-19,2.754782e-17,43.67167,Q5R8H5,XM_022433116.1,6e-113,general transcription factor IIE subunit 1-like,GO:0005669; GO:0005829; GO:0006367; GO:0016251; GO:0043565; GO:0046872; GO:0097550
NC_035781.1,30338916,30338916,+,0.0364594,0.07875013,10.05674,Q5H8A4,XM_022459415.1,9e-30,GPI ethanolamine phosphate transferase 2-like,GO:0005783; GO:0005789; GO:0006506; GO:0016020; GO:0016254; GO:0016780; GO:0030176; GO:0051267
NC_035781.1,631900,631900,+,2.637641e-48,3.84834e-45,-57.73439,Q6DC04,XM_022460831.1,0,histone-arginine methyltransferase CARMER-like,GO:0003713; GO:0005634; GO:0005829; GO:0006355; GO:0008469; GO:0008757; GO:0016274; GO:0019919; GO:0030374; GO:0033146; GO:0034969; GO:0034971; GO:0035242; GO:0035642; GO:0042054; GO:0044212; GO:0045600; GO:0048742; GO:0070577
NC_035784.1,13158446,13158446,+,4.633807e-05,0.000321941,-10.12508,Q8VHK0,XM_022481047.1,4e-84,acyl-coenzyme A thioesterase 8-like,GO:0005777; GO:0005782; GO:0006637; GO:0007031; GO:0009062; GO:0016290; GO:0033882; GO:0045225; GO:0047617; GO:0052689; GO:0052815
NC_035788.1,91903538,91903538,+,1.272191e-15,6.306366e-14,32.41385,P08910,XM_022449532.1,1e-96,abhydrolase domain-containing protein 2-like,GO:0001669; GO:0003707; GO:0007340; GO:0009611; GO:0016021; GO:0016298; GO:0030336; GO:0032570; GO:0034338; GO:0036126; GO:0042562; GO:0043401; GO:0044255; GO:0046464; GO:0047372; GO:0048240; GO:0051792; GO:0051793; GO:0097524
NC_035783.1,29582652,29582652,+,0.02238489,0.0545728,-9.791314,Q6AZN6,XM_022473178.1,0,phosphatidylinositol 3-kinase catalytic subunit type 3-like,GO:0005524; GO:0006914; GO:0007049; GO:0016303; GO:0030496; GO:0032465; GO:0048015; GO:0051301
NC_035787.1,49956678,49956678,+,1.363172e-08,2.193759e-07,-24.44879,Q5M819,XM_022440915.1,2e-90,phosphoserine phosphatase-like,GO:0000287; GO:0004647; GO:0005509; GO:0005737; GO:0006563; GO:0006564; GO:0009612; GO:0016311; GO:0016791; GO:0031667; GO:0033574; GO:0042803; GO:0043005
NC_035781.1,29991126,29991126,+,1.458697e-41,1.185443e-38,-46.16381,Q00174,XM_022459053.1,6e-18,laminin subunit alpha-like,GO:0005102; GO:0005604; GO:0007411; GO:0007498; GO:0007507; GO:0008021; GO:0016321; GO:0030054; GO:0030155; GO:0030334; GO:0030424; GO:0033627; GO:0034446; GO:0035001; GO:0035011; GO:0036062; GO:0045886; GO:0045995; GO:0062023; GO:0071711
NC_035780.1,14191780,14191780,+,0.0004222925,0.002161587,18.47946,P98203,XM_022455516.1,1e-98,catenin delta-2-like,GO:0005634; GO:0005737; GO:0005886; GO:0005911; GO:0005913; GO:0007043; GO:0007275; GO:0016339; GO:0045296; GO:0098609
NC_035780.1,52678377,52678377,+,0.01016941,0.02956284,13.65363,P61963,XM_022439878.1,0,DDB1- and CUL4-associated factor 7,GO:0005634; GO:0005654; GO:0005829; GO:0007275; GO:0016363; GO:0016567; GO:0016604; GO:0032991; GO:0080008
NC_035782.1,51799060,51799060,+,9.865791e-08,1.325411e-06,-13.3772,O94760,XM_022470586.1,4e-49,N(G),GO:0000052; GO:0003073; GO:0003824; GO:0005829; GO:0006525; GO:0006527; GO:0007263; GO:0008285; GO:0016403; GO:0016597; GO:0043116; GO:0045429; GO:0045766; GO:0046872; GO:0050999; GO:0070062; GO:1900038
NC_035781.1,48114752,48114752,+,1.182568e-26,2.264308e-24,37.78886,Q5FWF5,XM_022457566.1,3e-69,N-acetyltransferase ESCO2-like,GO:0000785; GO:0005654; GO:0005694; GO:0006275; GO:0007062; GO:0008080; GO:0008270; GO:0016407; GO:0018394; GO:0034421; GO:0042802; GO:0061733
NC_035783.1,13335681,13335681,+,2.507796e-08,3.81786e-07,23.34407,Q5FVR5,XM_022478863.1,2e-74,acyl-coenzyme A amino acid N-acyltransferase 2-like,GO:0005777; GO:0006631; GO:0006637; GO:0016410; GO:0047617
NC_035788.1,41246971,41246971,+,1.313442e-27,2.800779e-25,45.41855,Q9ULV0,XM_022447806.1,2e-159,unconventional myosin-Va-like,GO:0000146; GO:0003091; GO:0005516; GO:0005524; GO:0015031; GO:0016192; GO:0016197; GO:0016459; GO:0017137; GO:0030659; GO:0032991; GO:0045179; GO:0051015; GO:0070062
NC_035783.1,2317553,2317553,+,2.187014e-08,3.36835e-07,22.06834,B2RTY4,XM_022479149.1,0,unconventional myosin-IXb-like,GO:0003774; GO:0003779; GO:0005096; GO:0005524; GO:0005829; GO:0007601; GO:0016021; GO:0016461; GO:0030054; GO:0034329; GO:0035556; GO:0044295; GO:0045198; GO:0045202; GO:0046872; GO:0051056; GO:0150011
NC_035784.1,1012499,1012499,+,4.629013e-06,4.207418e-05,13.04914,Q5EAR6,XM_022487521.1,3e-19,coiled-coil domain-containing protein 115-like,GO:0005764; GO:0005768; GO:0005783; GO:0005793; GO:0006879; GO:0016471; GO:0030137; GO:0042406; GO:0051082; GO:0070072
NC_035783.1,52320438,52320438,+,5.652689e-45,6.185489e-42,39.3371,Q28193,XM_022475011.1,0,furin-like protease kpc-1,GO:0004252; GO:0005576; GO:0005802; GO:0005886; GO:0010008; GO:0016020; GO:0016485; GO:0016486; GO:0030173; GO:0046872; GO:1901394
NC_035781.1,7626511,7626511,+,3.527477e-12,1.068308e-10,-56.09181,A8DZE7,XM_022460715.1,4e-141,short-chain dehydrogenase/reductase family 42E member 1-like,GO:0003854; GO:0006694; GO:0016021; GO:0016491; GO:0016616
NC_035785.1,33383341,33383341,+,2.787852e-06,2.679491e-05,-17.03494,P39963,XM_022431171.1,1e-96,G2/mitotic-specific cyclin-B3-like,GO:0000079; GO:0000307; GO:0005634; GO:0005737; GO:0005813; GO:0006468; GO:0010389; GO:0016538; GO:0019901; GO:0044772; GO:0051301
